Entidad Crediticia;Mes de Registro;Tipo de Tarjeta;Membres¡a Anual Tarjeta principal;Membres¡a Anual Tarjeta Adicional;Cargo por Perdida o Robada (B/.);Cargo por Deterioro (B/.);Tasa de inter‚s                                                                                                                                                                                                                                                                                                   Nominal Anual (%);L¡mite de Cr‚dito Inferior (B/.);L¡mite de Cr‚dito Superior;Costo de Seguro Contra Fraude (B/.) ;Desgravamen;Fecha de Corte;Fecha de Pago;Pago                                                                                                                                                                                                                                                                                                                                            M¡nimo Mensual (B/.);Pagos                                                                                                                                                                                                                                                                                Atrasados (B/.);Sobregiro (B/.);Adelanto de Dinero en Efectivo (B/.)
METROBANK, S. A.;45597;Mastercard Black;200;100;35;gratis;0.15;15000;75000;"$3.50 (hasta 5,000)         
 $ 4.00 (hasta 10,000)             
$ 6.00 (hasta 25,000)    
$8.88 (hasta 50,000) 
$20.00 (Hasta 90,000)    ";Hasta 73 a¤os, B./2.25 por cada millar de saldo adeudado  hasta B/. 75,000.00                                      74 - 78 a¤os, B./2.50 por cada millar de saldo adeudado hasta B./15,000.00       ;20 de cada mes;Los 15 de cada mes. En el caso de que la fecha de pago (15 de cada mes) sea d¡a feriado o fin de semana, el tarjetahabiente le corresponder  pagar el d¡a h bil anterior a la fecha establecida.;2% del saldo adeudado en facturaci¢n m s intereses corrientes y  mora , m¡nimo  $30.00;50;50;$5.00 - Retiros menor de $100.00.  6% del monto - Retiros mayor $100.00
METROBANK, S. A.;45597;Visa Platinum;100;75;30;gratis;0.2;5000;50000;"$3.50 (hasta 5,000)         
 $ 4.00 (hasta 10,000)             
$ 6.00 (hasta 25,000)    
$8.88 (hasta 50,000) 
";Hasta 73 a¤os, B./2.25 por cada millar de saldo adeudado  hasta B/. 75,000.00                                      74 - 78 a¤os, B./2.50 por cada millar de saldo adeudado hasta B./15,000.00       ;20 de cada mes;Los 15 de cada mes. En el caso de que la fecha de pago (15 de cada mes) sea d¡a feriado o fin de semana, el tarjetahabiente le corresponder  pagar el d¡a h bil anterior a la fecha establecida.;2% del saldo adeudado en facturaci¢n m s intereses corrientes y  mora , m¡nimo  $30.00;50;50;$5.00 - Retiros menor de $100.00.  6% del monto - Retiros mayor $100.00
METROBANK, S. A.;45597;Visa Recurrente;GRATIS;GRATIS;10;gratis;0.2;1000;25000;"$3.50 (hasta 5,000)         
 $ 4.00 (hasta 10,000)             
$ 6.00 (hasta 25,000) ";Hasta 73 a¤os, B./2.25 por cada millar de saldo adeudado  hasta B/. 75,000.00                                      74 - 78 a¤os, B./2.50 por cada millar de saldo adeudado hasta B./15,000.00       ;20 de cada mes;Los 15 de cada mes. En el caso de que la fecha de pago (15 de cada mes) sea d¡a feriado o fin de semana, el tarjetahabiente le corresponder  pagar el d¡a h bil anterior a la fecha establecida.;2% del saldo adeudado en facturaci¢n m s intereses corrientes y  mora , m¡nimo  $20.00;50;50;N/A
METROBANK, S. A.;45597;Visa Cl sica;60;25;25;gratis;0.22;500;5000;"$3.50 (hasta 5,000)         
";Hasta 73 a¤os, B./2.25 por cada millar de saldo adeudado  hasta B/. 75,000.00                                      74 - 78 a¤os, B./2.50 por cada millar de saldo adeudado hasta B./15,000.00       ;20 de cada mes;Los 15 de cada mes. En el caso de que la fecha de pago (15 de cada mes) sea d¡a feriado o fin de semana, el tarjetahabiente le corresponder  pagar el d¡a h bil anterior a la fecha establecida.;2% del saldo adeudado en facturaci¢n m s intereses corrientes y  mora , m¡nimo  $20.00;50;50;$5.00 - Retiros menor de $100.00.  6% del monto - Retiros mayor $100.00
MMG BANK CORPORATION;45597;MASTERCARD BLACK / MMG CARD INDIVIDUAL;150;100;30;0;Min. 11.00% . Max. 15%.00;1000;En adelante;6.03;0.045% del saldo;10 de cada mes;25 d¡as despu‚s del corte;3% del saldo, m¡nimo $25.00;50% del pago vencido, m x. $100.00;60;4% de la transacci¢n, m¡nimo $5.00
MMG BANK CORPORATION;45597;WORLD MASTERCARD FOR BUSINESS (BLACK) / MMG CARD CORPORATIVA;150;100;30;0;Min. 11.00% . Max. 15%.00;1000;En adelante;7.35;0.050% del saldo;20 de cada mes;25 d¡as despu‚s del corte;3% del saldo, m¡nimo $25.00;50% del pago vencido, m x. $100.00;60;4% de la transacci¢n, m¡nimo $5.00
MULTIBANK, INC.;45597;"VISA CLASICA
MINITASA";N/A;N/A;25;25;25.99%;650;3000;USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00;"$2.75 por  cada millar del saldo de su cuenta  (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $85.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;VISA CLASICA;80;20;25;25;27.99%;650;3000;USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00;"$2.75 por  cada millar del saldo de su cuenta  (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $85.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;MASTERCARD CLASICA MINITASA;N/A;N/A;25;25;25.99%;650;3000;USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00;"$2.75 por  cada millar del saldo de su cuenta  (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $85.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;MASTERCARD  CLASICA;80;20;25;25;27.99%;650;3000;USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00;"$2.75 por  cada millar del saldo de su cuenta  (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $85.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;MASTERCARD CLASICA PUNTO CASH;80;35;25;25;27.99%;650;3000;USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00;"$2.75 por  cada millar del saldo de su cuenta  (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $85.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;MASTERCARD CLASICA AutoCard;80;35;25;25;27.99%;650;3000;USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00;"$2.75 por  cada millar del saldo de su cuenta  (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $85.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;MASTERCARD CLASICA EduCard;80;35;25;25;27.99%;650;3000;USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00;"$2.75 por  cada millar del saldo de su cuenta  (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $85.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;"VISA GOLD
MINITASA";N/A;N/A;25;25;23.99%;1500;6000;USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00;"$2.75 por  cada millar del saldo de su cuenta  (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $95.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;VISA GOLD;95;35;25;25;25.99%;1500;6000;USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00;"$2.75 por  cada millar del saldo de su cuenta  (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $95.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;MASTERCARD  GOLD MINITASA;N/A;N/A;25;25;23.99%;1500;6000;USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00;"$2.75 por  cada millar del saldo de su cuenta  (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $95.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;MASTERCARD GOLD;95;35;25;25;25.99%;1500;6000;USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00;"$2.75 por  cada millar del saldo de su cuenta  (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $95.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;MASTERCARD GOLD PUNTO CASH;95;35;25;25;25.99%;1500;6000;USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00;"$2.75 por  cada millar del saldo de su cuenta  (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $95.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;MASTERCARD GOLD AutoCard;95;50;25;25;25.99%;1500;6000;USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00;"$2.75 por  cada millar del saldo de su cuenta  (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $95.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;MASTERCARD GOLD EduCard;95;50;25;25;25.99%;1500;6000;USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00;"$2.75 por  cada millar del saldo de su cuenta  (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $95.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;"VISA  PLATINUM
MINITASA";N/A;N/A;25;25;21.99%;3000;9000;"USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00 ; 
USD 7.00 l¡mite   USD 25,000.01 hasta USD 35,000.00; 
USD 10.00 l¡mite USD 35,000.01 hasta USD.50,000.00; 
USD15.00 l¡mite USD 50,000.01 hasta USD 75,000.00

";"$2.75 por  cada millar del saldo de su cuenta  (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $95.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;VISA  PLATINUM;145;50;25;25;22.99%;3000;9000;"USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00 ; 
USD 7.00 l¡mite   USD 25,000.01 hasta USD 35,000.00; 
USD 10.00 l¡mite USD 35,000.01 hasta USD.50,000.00; 
USD15.00 l¡mite USD 50,000.01 hasta USD 75,000.00

";"$2.75 por  cada millar del saldo de su cuenta  (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $95.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;MASTERCARD  PLATINUM;145;50;25;25;22.99%;3000;9000;"USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00 ; 
USD 7.00 l¡mite   USD 25,000.01 hasta USD 35,000.00; 
USD 10.00 l¡mite USD 35,000.01 hasta USD.50,000.00; 
USD15.00 l¡mite USD 50,000.01 hasta USD 75,000.00

";"$2.75 por  cada millar del saldo de su cuenta  (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $95.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;MASTERCARD PLATINUM PUNTO CASH;145;65;25;25;22.99%;3000;9000;"USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00 ; 
USD 7.00 l¡mite   USD 25,000.01 hasta USD 35,000.00; 
USD 10.00 l¡mite USD 35,000.01 hasta USD.50,000.00; 
USD15.00 l¡mite USD 50,000.01 hasta USD 75,000.00

";"$2.75 por  cada millar del saldo de su cuenta  (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $95.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;MASTERCARD BLACK DIAMANTE;185;75;25;25;18.99%;6000;80000;"USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00 ; 
USD 7.00 l¡mite   USD 25,000.01 hasta USD 35,000.00; 
USD 10.00 l¡mite USD 35,000.01 hasta USD.50,000.00; 
USD15.00 l¡mite USD 50,000.01 hasta USD 75,000.00

";"$2.75 por  cada millar del saldo de su cuenta  (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $95.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;VISA INFINITE;200;125;25;25;15.99%;15000;100000;"USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00 ; 
USD 7.00 l¡mite   USD 25,000.01 hasta USD 35,000.00; 
USD 10.00 l¡mite USD 35,000.01 hasta USD.50,000.00; 
USD15.00 l¡mite USD 50,000.01 hasta USD 75,000.00

";"$2.75 por  cada millar del saldo de su cuenta (aplica para clientes hasta 79 a¤os)
$4.50 por cada millar del saldo de su cuenta l¡mite hasta $20,000.00 (aplica para clientes de 80 a 85 a¤os)";05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $95.00 m¡nimo 99.9% del saldo moroso;55;7%  del monto retirado - m¡nimo B/.  13.00
MULTIBANK, INC.;45597;EMPRESARIAL;120;40;25;25;22.99%;5000;80000;"USD 5.75  - l¡mite UDS 0.00  hasta USD25,000.00 ; 
USD 7.00 l¡mite   USD 25,000.01 hasta USD 35,000.00; 
USD 10.00 l¡mite USD 35,000.01 hasta USD.50,000.00; 
USD15.00 l¡mite USD 50,000.01 hasta USD 75,000.00

";N/A;05 de c/mes;Al d¡a del corte;3% del saldo adeudado o m¡nimo de $25, lo que sea mayor;M ximo $95.00 m¡nimo 99.9% del saldo moroso;55;N/A
PRIVAL BANK, S.A. ;45597;Prival Bank / Mastercard Black;250;Gratis, primer a¤o;25;25;0.14;5000;75000;8.00 limite hasta 20,000.00  / 15.00 l¡mite hasta 40,000.00  / 25.00 l¡mite hasta 75,000.00;2.00 por cada mil;15;30 d¡as, despues del corte;5% del saldo adeudado;40;40;$7 menor a $100.00 y 5% mayor a $100.00
PRIVAL BANK, S.A. ;45597;Prival Bank / Mastercard Platinum Debito;35;35;25;25;N/A;N/A;N/A;10.5;N/A;N/A;N/A;N/A;N/A;N/A;$1.50 Local y $3.50 Internacional
PRIVAL BANK, S.A. ;45597;Prival Bank / Mastercard Platinum Debito Business;35;35;25;25;N/A;N/A;N/A;10.5;N/A;N/A;N/A;N/A;N/A;N/A;$1.50 Local y $3.50 Internacional
ST. GEORGES BANK & COMPANY, INC.;45597;Visa Infinite;Gratis de por Vida ;Gratis;28;;0.225;12500;30000;$7.00 hasta $50,000.00;0.29% sobre saldo adeudado m¡nimo $2.50;7,9,11,14;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $84.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;Visa Signature;Gratis de por Vida ;Gratis;28;;0.235;7500;12499.99;$7.00 hasta $50,000.00 ;0.29% sobre saldo adeudado m¡nimo $2.50;7,9,11,14;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $84.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;Visa Platino;$155;40;28;;0.245;5000;7499.99;$7.00 hasta $30,000.00 ;0.29% sobre saldo adeudado m¡nimo $2.50;7,9,11,14;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $84.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;Visa Oro;$115;40;28;;0.265;2000;5999;$4.50 hasta $10,000.00 ;0.29% sobre saldo adeudado m¡nimo $2.50;7,9,11,14;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $62.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;Visa Cl sica;$84;40;28;;0.275;500;1.999.99;$4.00 hasta $10,000.00 ;0.29% sobre saldo adeudado m¡nimo $2.50;7,9,11,14;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $62.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;Visa Corporativa;$115;$115;28;;0.235;10000;50000; $7.00 hasta $50,000.00;0.29% sobre saldo adeudado m¡nimo $2.50;7,9,11,14;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $84.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;Visa Office Depot ;$84;40;28;;0.275;500;20000;$4.00 hasta $10,000.00 ;0.29% sobre saldo adeudado m¡nimo $2.50;7,9,11,14;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $62.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;Visa SGB (Retenci¢n);$93;35;28;;0.18;1;10001;$4.00 hasta $10,000.00 ;0.29% sobre saldo adeudado m¡nimo $2.50;7,9,11,14;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $62.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;Visa Iberia Platinum;$155;40;28;;0.245;2000;9999.99;$7.00 hasta $30,000.00;0.29% sobre saldo adeudado m¡nimo $2.50;14;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $84.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;Visa Iberia Infinite;Gratis de por Vida ;Gratis;28;;0.225;10000;50000;$7.00 hasta $50,000.00;0.29% sobre saldo adeudado m¡nimo $2.50;14;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $84.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;Visa Cashback Standard;$62;40;28;;0.275;500;4999;$4.00 hasta $10,000.00 ;0.29% sobre saldo adeudado m¡nimo $2.50;11;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $62.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;Visa Cashback Premium;$90;40;28;;0.245;5000;20000;$7.00 hasta $30,000.00 ;0.29% sobre saldo adeudado m¡nimo $2.50;3 y 7;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $84.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;MasterCard AudioFoto;$84;40;28;;0.275;650;10000;$4.00 hasta $10,000.00 ;0.29% sobre saldo adeudado m¡nimo $2.50;7,9,11,14;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $62.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;MasterCard Spirit Gold;$115;40;28;;0.265;800;1999.99;$4.50 hasta $10,000.00 ;0.29% sobre saldo adeudado m¡nimo $2.50;11;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $62.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;MasterCard Spirit Platinum;$155;40;28;;0.245;2000;9999.99;$7.00 hasta $30,000.00;0.29% sobre saldo adeudado m¡nimo $2.50;11;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $84.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;MasterCard Platino;$155;40;28;;0.245;5000;7499.99;$7.00 hasta $30,000.00       ;0.29% sobre saldo adeudado m¡nimo $2.50;7,9,11,14;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $84.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;MasterCard Oro;$115;40;28;;0.265;2000;5999;$4.50 hasta $10,000.00 ;0.29% sobre saldo adeudado m¡nimo $2.50;7,9,11,14;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $62.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;MasterCard Clasica;$84;40;28;;0.275;500;1.999.99;$4.00 hasta $10,000.00 ;0.29% sobre saldo adeudado m¡nimo $2.50;7,9,11,14;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $62.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;MasterCard Black;Gratis de por Vida ;Gratis;28;;0.185;20000;100000;$7.00 hasta $50,000.00 ;0.29% sobre saldo adeudado m¡nimo $2.50;7,9,11,14;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $84.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;MasterCard Metal Black;Gratis de por Vida ;Gratis;28;;0.085;20000;100000;Gratis;Gratis;7,9,11,14;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $84.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;Visa Educash Platino;$155;40;28;;0.245;5000;7499.99;$7.00 hasta $30,000.00 ;0.29% sobre saldo adeudado m¡nimo $2.50;7,9,11,14;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $84.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;Visa Educash Oro;$115;40;28;;0.265;2000;5999;$4.50 hasta $10,000.00 ;0.29% sobre saldo adeudado m¡nimo $2.50;7,9,11,14;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $62.00;$65;10% m¡nimo $12.50 + itbms
ST. GEORGES BANK & COMPANY, INC.;45597;Visa Educash Cl sica;$84;40;28;;0.275;500;1.999.99;$4.00 hasta $10,000.00 ;0.29% sobre saldo adeudado m¡nimo $2.50;7,9,11,14;M x. 26 d¡as despu‚s del corte;1.67% del saldo + intereses (m¡nimo $10.00);4% de la deuda, m¡nimo $12, m ximo $62.00;$65;10% m¡nimo $12.50 + itbms
